Username,Create time,teks
hariankompas,Sun Feb 23 11:40:32 +0000 2025,Enam mahasiswa Balikpapan dalam demo Indonesia Gelap sempat ditangkap dan dapat tindakan represif. Pendamping hukum dorong pelaporan dugaan kekerasan. #Nusantara #AdadiKompas https://t.co/IJcbZ3igz8
GusDark4,Mon Feb 24 05:33:28 +0000 2025,#IndonesiaGelap #ArtistBersuara . GELAP! Di era bujer bayaran menggurita dan media mainstream hanya jadi corong kita sebagai Rakyat harus makin kritis tajam mengamati dan bersuara. Kita adalah media gunakan flatform social media yang ada untuk memberitakan kebenaran! https://t.co/iUynZD9PqS
AlnilamOmar,Sun Feb 23 10:59:09 +0000 2025,Poster-poster unik massa demo Indonesia gelap. Bagus-bagus ya posternya emang unik banget gimana Menurut kalian? https://t.co/c3OKim2azL
GunRomli,Sun Feb 23 05:54:20 +0000 2025,Prof Todung Mulya Lubis: Indonesia Gelap dalam Penegakan Hukum Penahanan Sekjen PDI Perjuangan Hasto Kristiyanto padahal sudah mengajukan Praperadilan kembali hakim sudah ditunjuk undangan sidang sudah akan dimulai 3 Maret adalah bukti disrecpect of the law yg dilakukan KPK. https://t.co/zPtMdQPVOf
TOM5helby,Mon Feb 24 02:35:57 +0000 2025,Luhut Kagum Dengan Danantara dan Mendapat Pujian dari Temasek - Indonesia Gelap Tapi korupsinya Terang-Terangan https://t.co/Cv1zID8n7N https://t.co/5r7dpC6z1q
semutapi_media,Mon Feb 24 07:18:57 +0000 2025,Aksi #IndonesiaGelap di Balikpapan yang digelar Aliansi Kota Minyak ber-Aksi (AKAMSI) berujung represif dengan pembubaran paksa oleh aparat menggunakan water cannon dan penangkapan enam mahasiswa tanpa alasan jelas. #jangandiam #lawan #prabowo https://t.co/ebgI7nGiQM
BiLLRaY2019,Mon Feb 24 13:01:40 +0000 2025,BENGKULU MENYALA Demo Mahasiswa bertajuk Indonesia Gelap memanas di Kantor DPRD Provinsi Bengkulu hari ini #IndonesiaGelap #KaburAjaDulu https://t.co/hFh0FJYPNP
BungkusTukang,Sun Feb 23 01:46:22 +0000 2025, Desakan Keras Mahasiswa Tolak Revisi UU TNI Polri dan Kejaksaan Mahasiswa dari berbagai kampus berbondong-bondong turun ke jalan menggelar aksi unjuk rasa bertajuk 'Indonesia Gelap'. Mereka tegas menolak revisi Undang-Undang (UU) TNI Polri dan Kejaksaan. Aksi unjuk rasa https://t.co/4oiUksxu33
laskar162955,Sun Feb 23 23:40:47 +0000 2025,Garuda terluka Indonesia gelap gulita Met pagi met aktivitas semuanya semoga Allah melindungi kita semua amin allahumma amin https://t.co/Iy3i6oV4R6
P3JU4N90P05iSi,Mon Feb 24 02:36:44 +0000 2025,Pemimpin yg jokowi menjadikan Indonesia suram Diteruskan oleh Prabowo Indinesia menjadu gelap #RakyatTakButuhPolisi #RakyatTakButuhPolisi #PrabowoMuridPatuhJokowi https://t.co/9TfaRs8b5n
2BocilIdiot__,Mon Feb 24 05:27:43 +0000 2025,Indonesia gelap dan semakin gulita UGM turut bertanggung jawab atas kehancuran bangsa ini. Ijazah palsu Mulyono yang mengklaim dirinya alumnus UGM dan didukung oleh @UGMYogyakarta membawa bangsa ini pada kehancuran total cc @_bemsi #RakyatTakButuhPolisi #RakyatTakButuhPolisi
kriminalupdate_,Mon Feb 24 04:11:36 +0000 2025,DEMO BAWA BUSUR Polisi berhasil mengamankan beberapa pemuda kedapatan membawa busur saat aksi demo Indonesia Gelap di Makassar Jumat malam (21/02/2025). IG/portalsulsel https://t.co/sI2Z4Y2f9h
Chuuko_nomi,Sun Feb 23 01:54:31 +0000 2025,Skrg kita smua langsung tau kenapa media2 pd diem pas demo Pemrednya maksi ama yg didemo riil indonesia mati lampu gelap banget banget banget banget
secr3thm4nz56,Mon Feb 24 10:53:07 +0000 2025,INDONESIA SEMAKIN SURAM INDONESIA GELAP... SELAMAT DATANG DI MEGA KORUPSI INDONESIA....â€¼ï¸ #RakyatTakButuhPolisi #RakyatTakButuhPolisi ðŸ†˜ðŸ†— https://t.co/TCnUvyF8Et
KompasKlasika,Sun Feb 23 11:49:31 +0000 2025,Enam mahasiswa Balikpapan dalam demo Indonesia Gelap sempat ditangkap dan dapat tindakan represif. Pendamping hukum dorong pelaporan dugaan kekerasan. #Nusantara #AdadiKompas https://t.co/OWqXiR9EyU
hariankompas,Sun Feb 23 05:13:36 +0000 2025,Lagu Bayar Bayar Bayar dari band punk new wave Sukatani hilang dari pelantar digital. Tapi ia riuh berdengung di aksi demonstrasi Indonesia Gelap. Ada apa? #Hiburan #AdadiKompas https://t.co/9CG2vPAeWQ
TriadeAmarullo2,Sun Feb 23 06:34:56 +0000 2025,@_gladhys Berarti @NajwaShihab gak ngerti politik tapi ngaku2 ahli berpolitik... Serem2 loh pertanyaannya waktu edisi khusus @aniesbaswedan &amp; Gus @cakimiNOW ... Dia jg yg blg Indonesia Darurat tapi Indonesia Gelap dia ogah ikutan... https://t.co/Qi1slDsSpq
Chaavvvs,Mon Feb 24 03:07:22 +0000 2025,respondenku satu ini seru banget Ya Allah ngajak ngobrol terus mana melek politik ngobrol tentang Indonesia gelap ih sukaaa deh
tempodotco,Mon Feb 24 10:30:01 +0000 2025,Siapa Inisiator Demonstrasi Indonesia Gelap yang Keras Mengkritik Prabowo? #TempoPlus https://t.co/UYOGmeclWe
PRMNMataBandung,Sun Feb 23 06:26:13 +0000 2025,Aksi Indonesia Gelap: Selain Tolak Cawe-cawe Jokowi Mahasiswa Serukan Tolak Rangkap Jabatan di Pemerintahan https://t.co/8hdSUX3zjH
fajaronline,Mon Feb 24 13:51:47 +0000 2025,Capek Lapar Kenapa Tidak Dibubarkan? Warga Keluhkan Aksi Indonesia Gelap di Makassar https://t.co/ZrKWEZulLB
bigbos199999,Mon Feb 24 05:07:05 +0000 2025,@tempodotco Wowo masuk PERANGKAP WIWI &amp; OLIGARKI INDONESIA GELAP ITU FAKTA
PakarINTELek,Mon Feb 24 03:51:31 +0000 2025,Udah kondisi Indonesia Gelap Malah bercanda tentang kelulusan Rakyatmu pikirkan ga usah sok asik omongin kelulusan retreat. Taunya cuman habisin anggaran aja â€ ---- Pagii gen 5 Muhammadiyah Agnes Monica intan ready Salma Sukatani Bersatu https://t.co/F1qXlteZFp
BebySoSweet,Sun Feb 23 08:51:06 +0000 2025,Aksi demontrasi mahasiswa Indonesia Gelap jakarta 21/02/2025 Panjang umur perjuangan adik2 mahasiswa https://t.co/oqBeqvlbAW
Boediantar4,Mon Feb 24 00:57:45 +0000 2025,#IndonesiaGelap Katanya demi Efisiensi Anggaran eh... Nyatanya malah Rakyat yg dikorbanin #IndonesiaGelap Demi Prog MBG malah Prog Pendidikannya yg digembosin https://t.co/AV45RMdYGn
tempodotco,Mon Feb 24 04:40:00 +0000 2025,Tagar Indonesia Gelap Dominasi Platform X Capai 3 Juta Postingan https://t.co/ShzvnfkDid
OposisiCerdas,Mon Feb 24 06:42:41 +0000 2025,Indonesia Gelap; Ketika Politik Hukum Sosial Ekonomi dan Kedaulatan Negara Terus Diobrak-abrik https://t.co/1WixlC80r9
creepylogy_,Mon Feb 24 23:31:34 +0000 2025,Newspaper design legendaris Harian Republika Kamis (8/10/2015). Berita aja sampe gak kebaca gara-gara kebakaran hutan. Indonesia gelap gak usah tanya masih eksis aja sukur. Padahal ini media penuh inovasi. Perusahaan media pertama yang IPO juga media online pertama. https://t.co/ZoyQcS4wJV
hanggapry,Sun Feb 23 22:55:35 +0000 2025,Selamat pagi warga calon mega korupsi hari ini gunting pita pantes lah kita di bombardir kebodohan pemerintah sebulan terakhir biar ini bisa diem2 goal Walau terlambat sialan atas resminya Danantara mu Rakyat Indonesia Indonesia makin gelap #IndonesiaGelap https://t.co/ilNfVCb6y7
bajrul,Mon Feb 24 14:53:16 +0000 2025,Pemerintah: Ganti logonya harus jadi hari ini! Yang disuruh: Art style-nya apa Pak? Pemerintah: Indonesia Gelap Logonya:
Geopoliticainfo,Mon Feb 24 08:56:35 +0000 2025, Indonesia Gelap: Verso un Governo Sempre PiÃ¹ Elitario Nei primi 100 giorni il governo grasso di Prabowo Ã¨ parso inefficiente. Unica misura: pasti gratis con scarso impatto. Crescono le proteste studentesche in Indonesia. Di Aniello Iannone https://t.co/Rq7Bl51Ubr
Tan_Mar3M,Mon Feb 24 14:29:20 +0000 2025,Loh iki indonesia kok gelap? https://t.co/OMpYrXAvmX
onorus7940,Sun Feb 23 09:46:41 +0000 2025,@tempodotco ya goblok aja pake akting copot mentri emang apa hubungan nya dgn materi demo Indonesia gelap tapi lumayan krn selebih nya kita smua jdi tahu bhw : presiden yg ngerasa DIPILIH oleh RAKYAT ternyata asli nya hanya pilihan KLUARGA KODOK selain gaek ternyata jg GOBLOK
puankelana98,Sun Feb 23 06:07:53 +0000 2025,@fellexandro Seorang mas Ruby tweet gini berarti Indonesia emang udah sangat gelap gulita 
ethadisaputra,Sun Feb 23 12:38:43 +0000 2025,Gerakan Indonesia Gelap yang mencuat pada Februari 2025 merupakan ekspresi keresahan mahasiswa dan masyarakat sipil terhadap kebijakan pemerintahan Prabowo Subianto yang dinilai kontradiktif dan merugikan rakyat. Berawal dari tagar #IndonesiaGelap di media sosial X pada awal https://t.co/MWJ5ZiFnhi
Jumianto_RK,Mon Feb 24 15:38:21 +0000 2025,Aksi demo lanjut Indonesia Gelap di Bengkulu Mahasiswa menerjang blokade aparat didepan Gedung DPRD Bengkulu. https://t.co/aH079Deemp
tempodotco,Sun Feb 23 02:39:31 +0000 2025,Represi Menggembosi Indonesia Gelap Seperti biasa muncul sejumlah upaya penggembosan aksi unjuk rasa Indonesia Gelap. WhatsApp sejumlah demonstran dibajak. Simak selengkapnya Program Bocor Alus Politik di Channel Youtube Tempodotco dan Spotify #BocorAlusPolitik #PodcastBAP https://t.co/LKdkNMeCXx
msaid_didu,Sun Feb 23 14:58:30 +0000 2025,#SilakanSimak. Penyebab #IndonesiaGelap adalah kebijakan mantan Presiden Joko Widodo https://t.co/n0EENv512A
namanyanindya_,Sun Feb 23 11:31:34 +0000 2025,gelap banget kek Indonesia
kompasmuda,Sun Feb 23 11:55:39 +0000 2025,Enam mahasiswa Balikpapan dalam demo Indonesia Gelap sempat ditangkap dan dapat tindakan represif. Pendamping hukum dorong pelaporan dugaan kekerasan. #Nusantara #AdadiKompas https://t.co/ln9F88TFyr
acaiijawa,Sun Feb 23 13:15:37 +0000 2025,Sekarang Indonesia tengah trending demonstrasi #IndonesiaGelap oleh mahasiswa mereka. Jakarta Acheh Surabaya Makassar Banjarmasin dll. Ringkasnya Probowo yang baru 100 hari jadi Presiden perkenalkan beberapa polisi pemotongan bajet kat beberapa sektor penting negara. https://t.co/E95piigeBc
repakustipia,Sun Feb 23 01:00:07 +0000 2025,@margianta Di kabupaten masih mengandalkan TV juga hampir sepi kabar indonesia gelap ini sampai-sampai diriku bawa-bawa laptop kukabarkan di Jakarta &amp; kota lain pada demo. Mereka nonton tentang kebahagiaan pemerintah &amp; kabar pelantikan sana-sini plus berita artis yg nyomot dari tiktok.
gembeldigital,Mon Feb 24 12:05:49 +0000 2025,@barengwarga Udah tau korupsi tinggi di segala sektor dan posisi dan nggak ada yang ditangkepin juga sekarang bikin program yang rawan korupsi. INDONESIA GELAP!
Yang_MuliaPAP,Mon Feb 24 04:40:57 +0000 2025,Oposan belum ada yang mampu bahas kritik sudah meluncur saja barang. Indonesia gelap itu regime dan oposan gelap. Hahaha
rmol_id,Mon Feb 24 10:41:27 +0000 2025,Pemerintah Diminta Tempuh Dialog Tanggapi Tagar Indonesia Gelap https://t.co/03b8S3HR9j
yrev_xx,Mon Feb 24 03:49:42 +0000 2025,dawg kalo hankam kena juga beneran gelap Indonesia 
cahy4nto,Sun Feb 23 04:45:13 +0000 2025,@GeiszChalifah Teriakan hidup jokowi artinya sama dengan hidup aguan itu sangat sangat dan sangat disayangkan bisa diceploskan. Ini blunder tingkat dewa yg maha merusak. Kalau presiden tidak segera repositioning merangkul rakyat maka kedepan Indonesia bukan hanya gelap tapi juga ambyar!!!
author_wetpet,Sun Feb 23 13:45:48 +0000 2025,Pls orang sama si ex president aja yg soal adili Jokowi dikata gamon pilpres. Like wtf??? I'm just glad pak Anies can do the indonesia gelap movement in a different way by wearing a custom design t-shirt.
polbanfess,Sun Feb 23 15:10:35 +0000 2025,Daks IG BEMKEMAPOLBAN isinya emg cuma ucapan ultah ormawa doang ya? apa gada tanggapan soal Indonesia Gelap kemarin?
BiLLRaY2019,Sun Feb 23 06:36:32 +0000 2025,Aksi Mahasiswa bertajuk Indonesia Gelap muncul di TV Nasional Jepang NHK #IndonesiaGelap2025 #KaburAjaDulu https://t.co/GHhff14tXV
kkambingpirang,Sun Feb 23 05:28:03 +0000 2025,Ga usah urusin influencer fokus sama Indonesia Gelap aja heh!!
tanyarlfes,Wed Feb 26 04:15:16 +0000 2025, Prabowo: yg liat Indonesia gelap tuh siapa? abistu (Semua hadirinnya langsung ketawa menggelegar HUAHAHAHAHAHAH) bener2 demo kita kemaren Dimata para pejabat ga dianggap apa-apa guys malah dijadiin bahan olok-olok https://t.co/lhzCVJrAel
NamiKulo_Agung,Thu Feb 27 10:14:00 +0000 2025,Siyap menerangi indonesia yg katanya sedang gelap https://t.co/pKGrNT8lwj
BhAr4TA_JA,Wed Feb 26 03:04:31 +0000 2025,Yang melihat #IndonesiaGelap itu adalah: 1. Manusia bodoh yg tak punya keterampilan 2. Manusia manja yg jadi beban ortu 3. Manusia sakit hati yg selalu melihat dari sisi buruk. 4. Manusia malas yg selalu berfikir pesimis Semoga sifat itu tidak ada pada diri kita Pertamax Ahok https://t.co/ukVPOXZCfl
tanyarlfes,Wed Feb 26 06:50:14 +0000 2025, ilustrasi yg menggambarkan yg liat Indonesia gelap tuh siapa? HAHAHAHAHAH https://t.co/bgCYMVOmi2
ArdieSuhardi321,Thu Feb 27 11:26:34 +0000 2025,INDONESIA TAMBAH SURAM INDONESIA SEMAKIN GELAP... APRESIASI BUAT IBU-IBU YANG MEMBERIKAN CEMILAN GRATIS UNTUK PENDEMO YANG MEMPERJUANGKAN KEADILAN....â€¼ï¸ #JokowiPredatorKorup #JokowiPredatorKorup ðŸ†˜ðŸ†— https://t.co/O8ZO2PZzaX
4NTiTA1P4NP1Kz,Wed Feb 26 15:45:11 +0000 2025,MAKASAR 24.02.25 Aksi Indonesia gelap mahasiswa di Jalan Urip Sumoahrjo MAKASAR 24.02.25 #JokowiPawangPrabowo #DanantaraKonspirasiJahat https://t.co/EPkJwPEpDq
sadewo77465388,Wed Feb 26 10:35:21 +0000 2025,Dikatakan Indonesia gelap ada yg marah pdhl mereka yg menjadikan Indonesia gelap
Netameyca,Wed Feb 26 09:00:50 +0000 2025,Indonesia gelap cucok meoong utk ndasnya etik
hannieteaa,Wed Feb 26 10:42:08 +0000 2025,Makin hari liat keadaan Indo makin prihatin sama diri sendiri .. Ini serius kita diinjek-injek gini? Kekuasaan tertinggi ada di tangan rakyat katanya tapi MEREKA dengan jelas mengolok-ngolok kata siapa Indonesia gelap? Mereka tau DIA tau tapi masa bodo.
yangjeonginID,Thu Feb 27 11:55:34 +0000 2025,250227 ìŠ¤ë…¸ìš° í‚¤ì¦ˆ ì›”ë“œ (Snow Kids World) #2ï½œ[SKZ CODE(ìŠ¤í‚¤ì¦ˆ ì½”ë“œ)] Ep.72 - #ì•„ì´ì—” euahhh! Aku kira kenapa gelap banget ternyata aku lagi pake kacamata ya https://t.co/X1ceJhGKIW
arwidodo,Thu Feb 27 07:13:29 +0000 2025, Indonesia Gelap pernyataan LBP dibantah oleh pemuda ini https://t.co/wA2Zd7h49M
rmol_id,Thu Feb 27 01:56:14 +0000 2025,Indonesia Gelap: Mahasiswa vs Presiden https://t.co/jTI50UFvBj
OposisiCerdas,Thu Feb 27 01:53:51 +0000 2025,Indonesia Gelap: Mahasiswa vs Presiden https://t.co/NuU4NZC5dX
Dokas_IKAD,Thu Feb 27 13:31:10 +0000 2025,https://t.co/Bw9DIBASJN
ruang_perubahan,Wed Feb 26 23:11:56 +0000 2025,Hmm... Tercium upaya pengalihan isu menjelang Ramadan untuk kasus Indonesia Gelap Danantara dan Pertamax..... Guys better jangan kasih atensi kepada tweet-tweet kayak gini ya. Tetap fokus berisik pada tuntutan yang belum dikabulkan oleh pemerintah tidak tau diri. https://t.co/I0tY8Sw919
littolfawn_,Thu Feb 27 01:18:14 +0000 2025,Hari hari ngeliat kebodohan pemerintah yg makin jelas tapi ga ada tindakan hukum yang menjerat ternyata bikin stress ya This is the real Indonesia gelap 
Kanseulir,Wed Feb 26 14:35:36 +0000 2025,Paradokser Berkata.. Indonesia Bubar 2030! Di 2025 Paradokser Berkata.. Yang Melihat Indonesia Gelap Itu Siapa? Au Akh Helap! https://t.co/Dot3OXGJ1J
tempodotco,Wed Feb 26 07:00:24 +0000 2025,Mahasiswa Universitas Negeri Semarang Muhammad Akmal Sajid membawa 10 kilogram kotoran sapi yang dibungkus dengan karung beras dalam unjuk rasa Indonesia Gelap mengkritik 100 hari Prabowo Subianto berkuasa. #tempodotco #tempo #aksi #demo #IndonesiaGelap #Semarang https://t.co/DEjVwSxJVL
TirtoID,Wed Feb 26 06:25:00 +0000 2025,Aksi Indonesia Gelap Hashim: Ketidakpahaman Terhadap Efisiensi https://t.co/3wFG4fsrHo
KayadiMur,Thu Feb 27 02:58:38 +0000 2025,Mentri paling tolol aneh nya di jadi pengelola republik Visi indinesia emas 2045 Eh yg terjadi indonesia gelap
raskaisd,Wed Feb 26 06:48:33 +0000 2025,Dan dengan kesadaran penuh presidennya berkata gk ada indonesia gelap noh!!! Hati lo yang gelap
blackshark7890,Thu Feb 27 22:32:33 +0000 2025,Pak @prabowo yg ngomong indonesia gelap tuh si subianto .. Assalamulaikum pagiðŸ‡²ðŸ‡¨ https://t.co/o033b0aGel
Nobody_2811,Wed Feb 26 17:18:13 +0000 2025,Indonesia terang benderang itu hanya untuk para pejabat bagi rakyat pasti gelap gulita. . . . . Ahok Karina Danantara Duren SPBU Pepaya J-HOPE IS COMING Polri. https://t.co/x74G2HeUqR
mediaindonesia,Wed Feb 26 06:26:19 +0000 2025,Prabowo: Yang Melihat Indonesia Gelap Itu Siapa? Ada suatu prediksi ekonomi dan statistik. Saudara-saudara mereka mengatakan nomor satu akan Tiongkok menyalip Amerika. Nomor dua adalah Amerika. Nomor tiga India. Ini Goldman Sachs ujar Prabowo.#prabowo #indonesiagelap https://t.co/Dai5rTcWwU
yaniarsim,Wed Feb 26 11:00:51 +0000 2025,Gelap Gempita Indonesia. Habis korupsi 300 T Terbitlah 193 7 T Siap-siap Danantara #IndonesiaGelap https://t.co/yZm3NBOvql
QueenSilence_,Thu Feb 27 23:48:38 +0000 2025,Perusak Bangsa ..ï¸ Salah satu yg bikin INDONESIA GELAP itu NEPO BABY merusak sistem negara dg rantai nepotisme dan perkembangbiakan kejahatan korporasi yg merugikan RAKYAT dg DOUBLE TAX. Sebutkan Nepo Baby yg kamu tauâ€¼ï¸ https://t.co/BoO23wBtuo
tempodotco,Wed Feb 26 04:38:58 +0000 2025,Presiden Prabowo Subianto menyinggung jargon Indonesia Gelap yang selama sepekan terakhir ini disuarakan oleh ribuan mahasiswa dari berbagai daerah di Tanah Air. Ia menyindir hal itu saat berbicara di penutupan Kongres Partai Demokrat. â£ #TempoVideo https://t.co/XkV40FqoZh
BBCIndonesia,Wed Feb 26 12:35:44 +0000 2025,Demonstrasi mahasiswa 'Indonesia Gelap' terus berlanjut di sejumlah daerah sampai Selasa (25/02). Di Makassar demo diwarnai penahanan peserta unjuk rasa. Apa reaksi Presiden Prabowo? https://t.co/krawRi8v2r
tempodotco,Thu Feb 27 06:30:02 +0000 2025,Dari Roti Turun ke Aksi: Kisah Maaruf Berbagi Roti di Aksi Indonesia Gelap https://t.co/Z94ecELTfG
AbrSamad,Thu Feb 27 09:54:54 +0000 2025,https://t.co/3ArSknJSlp Indonesia Gelap! Prabowo harus dengar suara Rakyat. KM ITB: Aksi demonstrasi jangan dianggap negatif. Saksikan selengkapnya di youtube Abraham Samad SPEAK UP. Jangan lupa subscribe like comment &amp; share! https://t.co/YCrCQV3zHA
Muslim_AntiPKI9,Wed Feb 26 00:30:24 +0000 2025,YANG MELIHAT INDONESIA GELAP SEKARANG INI ORANG WARAS &amp; CERDAS WOâ€¼ï¸ #IndonesiaGelap #IndonesiaNdasmu
lluviadama1005,Wed Feb 26 11:22:03 +0000 2025,Wow satu2nya yang positif ditengah gempuran indonesia gelap
soulmarklee,Thu Feb 27 06:24:11 +0000 2025,daaamn mahasiswa dan rakyat demo tentang Indonesia gelap malah ditanggapi oleh that so called pemimpin dengan mocking siapa yang liat Indonesia gelap? nyenyenye and then BOOOMM ada korupsi pertamina ratusan triliun and they still think Indonesia sedang baik-baik aja?
wiralodra45283,Wed Feb 26 15:16:12 +0000 2025,#IndonesiaGelap yang berkelanjutan. karena orang yang di menangkan tidak bisa lepas dari orang yg telah berjasa memenangkannya. Negri ini hnya di buat mainan &amp; ajang perampokan bagi mereka para penghianat &amp; begundal #BangsatBangsa
jabangtetuko007,Wed Feb 26 00:39:29 +0000 2025,@NenkMonica Otak tumpul gak akan pernah mau mencerna bahasa kiasan. Indonesia gelap maknanya: hati para pengelola negara kosong iman kosong nurani kosong kredibilitas dan merekalah para penjahat dan pengkhianat bangsa.
chocomintWW17,Wed Feb 26 07:16:21 +0000 2025,kata saya sih gelap ya pak gelap banget... kasian putra putri bangsa yg udh mengharumkan nama indonesia sebelumnya tp skrg malah jd gelap bgt sama aturan2 yg gak jelas
mumungwisnu_1,Wed Feb 26 13:22:06 +0000 2025,Ini yg ngusung dan yg milih dia yg salah... @prabowo itu watak/sifatnya keras kepala mau menang sendiri egois temperament anti kritik. Jiwa nya jiwa militer gak humanis gak solutif apalagi inivatif. Sering kali kita dengar gebrak meja lempar HP dll. Indonesia Gelap.
vinakiooo,Wed Feb 26 08:41:46 +0000 2025, yang lihat indonesia gelap siapa? YAAAA WARGA NEGARA LU SNDRI ANJIRT pake nanya
MiRV19Kft,Wed Feb 26 03:33:51 +0000 2025,Indonesia gelap https://t.co/xh5n8KUi0J
ketiup_angin,Wed Feb 26 06:46:11 +0000 2025,https://t.co/vgh6JV8Vtj
jeffgoingout,Wed Feb 26 11:09:50 +0000 2025,Cukup indonesia yang gelap langit jangan https://t.co/mqiD30bcDr
inikamindonesia,Wed Feb 26 04:18:41 +0000 2025,Presiden Prabowo Subianto mempertanyakan narasi Indonesia Gelap yang beredar di masyarakat. Menurutnya pemerintah tengah bekerja keras untuk meningkatkan kesejahteraan rakyat dan membawa Indonesia menjadi negara maju dalam beberapa dekade ke depan. https://t.co/EuUlplWbXH
pekerjakampus,Thu Feb 27 11:11:21 +0000 2025,Serikat Pekerja Kampus Ikuti Konsolidasi Aksi Indonesia Gelap di Australia https://t.co/CVSNjLPYCT
lukmansaifuddin,Thu Feb 27 09:49:33 +0000 2025,Mari Bebaskan Indonesia dari Gelap https://t.co/65GvDDJVZy
KATADATAcoid,Wed Feb 26 03:37:15 +0000 2025,Presiden Prabowo Subianto turut mengomentari gerakan Indonesia Gelap yang ramai belakangan ini. Dia pun menyanggah narasi Indonesia Gelap dengan menampilkan riset Goldman Sachs. Selengkapnya: https://t.co/Eq8hkrpQ68 #Prabowo #IndonesiaGelap #Katadatacoid https://t.co/5VdUrUzAFN
beacuan,Wed Feb 26 04:50:48 +0000 2025,Begini. Idnonesia itu gelap kerna tidak verna terang. Cahaya yg kalian liat itu bukan mentari atau rembulan tapi kunang - kunang.
andikabp__,Wed Feb 26 12:25:07 +0000 2025,Anggaran Komisi Nasional Disabilitas kena pemangkasan nyentuh angka 90% dari 5.6 Milyar sampai 500 juta. Sintinggg sintinggg anggaran buat disablitas aja dikenain pemangkasan. Udah gamasuk di nalar gue anjingggg ada yg masih nanya dimana indonesia gelap?
liszethereal,Wed Feb 26 04:48:28 +0000 2025,Dia ini paham gak sih gelap yang kita maksud itu perumpamaan? Like metafora? Gak sesungguhnya Indonesia gelap kayak gak ada lampu gitu macam jaman purba tapi gelap pemeritahannya gelap masa depannya. Kayak La Illaha Illallah masa yang gini aja sekelas presiden gak paham
dare_darou,Wed Feb 26 01:53:29 +0000 2025,Dijelasin ga sih 'salah paham'nya gimana? . Mungkin dijelasinnya sekedar mana ada Indonesia gelap Indonesia terang ke para investor 
CSISIndonesia,Thu Feb 27 11:00:07 +0000 2025,Indonesia has recently been electrified by the controversy surrounding the provocative song Bayar Bayar Bayar by the punk band Sukatani. Amid the passionate surge of protests during Indonesia Gelap reports emerged that the police sought to silence and intimidate the band for https://t.co/7znkYjnYU3
Still_syam,Thu Feb 27 13:59:04 +0000 2025,Kasus migas timah nikel sawit serta kasus kasus lain menjadi bukti negeri ini menjadi negeri para mafia nyatanya memang #IndonesiaGelap itu nyata kekayaan alam didalamnya digunakan untuk memakmurkan mafia 
hope_emak,Wed Feb 26 09:38:54 +0000 2025,Dukung 28 Tuntutan Aksi Massa INDONESIA GELAP Dan salah satunya adalah menolak revisi Undang-Undang TNI Polri dan Kejaksaan. Cegah dari sekarang dari pada menyesal di akhir. https://t.co/d16FwKTHgM
geloraco,Thu Feb 27 02:22:39 +0000 2025,Indonesia Gelap: Mahasiswa vs Presiden https://t.co/7SywJd3RtE
MartinusButarb1,Wed Feb 26 03:13:12 +0000 2025,Klu sm rakyat galaknya minta ampun. Soal pajak lah soal BPJS lah semua2 lah. Sampai2 tagar kabur aja dulu direspon ga usah balik lagi sekalian. Dibilang Indonesia gelap kau yg gelap katanya. Sdh dianggap bodoh digalakin ditipu pula rakyat. Bangsat kalian !!! https://t.co/1wPlaTexmZ
NKRIndonesia79,Wed Feb 26 01:59:25 +0000 2025,@democrazymedia Ini aja udah gelap Pak! Bagaimana dengan Bansos? Dugaan korupsi IKN? PSN? FOOD ESTATE? Timah? Dan dugaan korupsi kakap lainnya ... Jika hukumnya lembek itu gelap Pak! Indonesia Gelap ketika mafia dan koruptor ada yang tak tersentuh hukum karena kedekatan dgn penguasa. https://t.co/5j3Idw8QwU
earlgreypretzel,Thu Feb 27 13:30:25 +0000 2025,ini bukan lagi lomba gelap-gelapan bjir. 1. segelap-gelapnya jp jauh lebih terang daripada indonesia. pamrentanya waras. 2. katakanlah di jp emang beneran gelap terus yang di sini santai aja gitu membiarkan keadaan krn masi ada negara lain yg lebih gelap? telek telek.
ikankoisekilo,Wed Feb 26 12:17:44 +0000 2025,ilmu adalah cahaya dan indonesia sedang gelap-gelapnya.
Dee_Rose82,Wed Feb 26 09:48:25 +0000 2025,Pak @prabowo masih bilang siapa yg bilang Indonesia gelap 
watchdoc_ID,Wed Feb 26 13:54:48 +0000 2025,Inilah rekap dari aksi Indonesia Gelap pada hari Jumat 21 Februari 2025. Massa aksi memulai pada pukul 13.00 WIB dengan longmarch dan tiba di titik kumpul kawasan Patung Kuda pada pukul 14.30. Bukan hanya mahasiswa massa aksi Indonesia Gelap terdiri dari berbagai elemen https://t.co/f5fg6jYZ6k
BloombergTZ,Wed Feb 26 01:37:44 +0000 2025,Prabowo: RI akan Makmur Yang Melihat Indonesia Gelap Itu Siapa? https://t.co/fXAeLVT3xO
Zay34562,Thu Feb 27 10:46:19 +0000 2025,15/2/2025: Tidak ada yang berani mengkritik Presiden Prabowo. (Jokowi koruptor OCCRP) 18/2/2025: Mahasiswa Malang dalam aksi Indonesia Gelap membakar poster @prabowo @gibran_tweet #JokowiPredatorKorup #JokowiPredatorKorup https://t.co/x7yH8Przh9
WestPapua1977,Thu Feb 27 02:42:46 +0000 2025,NKRI Negara Kesatuan Republik IBLIS #Indonesia_Gelap https://t.co/i2G1cO036N
